run_id,qubits,workload,family,strategy,marked_states,zfp_mode,zfp_precision,chunk_states,cache_slots,nthreads,exit_code,time_sec,max_memory_mb,measured_state,stdout_path,stderr_path,profile_path,command,accuracy_kind,bitwise_equal,max_abs_amplitude_error,max_abs_component_error,rel_l2,rmse_amplitude,max_abs_probability_error,total_probability_diff,worst_state
q21_grover_single_n8_dense,21,grover_single_n8,grover,dense,262144,,,,,,0,1.000000,36.363000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 262144 --strategy dense,reference,true,0,0,0,0,0,0,0
q21_grover_single_n8_blosc,21,grover_single_n8,grover,blosc,262144,,,32768,8,4,0,10.003000,11.367000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 262144 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q21_grover_single_n8_zfp,21,grover_single_n8,grover,zfp,262144,FixedPrecision,40,32768,8,4,0,90.032000,22.934000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 262144 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,5.9554447790177283e-10,5.9071680880151689e-10,9.6752350077245524e-10,6.6810784019085279e-13,1.5135226405504909e-10,1.5135248609965402e-10,262144
q21_grover_single_n2_dense,21,grover_single_n2,grover,dense,1048576,,,,,,0,1.000000,36.277000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1048576 --strategy dense,reference,true,0,0,0,0,0,0,0
q21_grover_single_n2_blosc,21,grover_single_n2,grover,blosc,1048576,,,32768,8,4,0,10.002000,11.430000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1048576 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q21_grover_single_n2_zfp,21,grover_single_n2,grover,zfp,1048576,FixedPrecision,40,32768,8,4,0,90.030000,22.832000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1048576 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,5.9554447790177283e-10,5.9071680880151689e-10,9.675235007689331e-10,6.6810784018976813e-13,1.5135226405504909e-10,1.5135359632267864e-10,1048576
q21_grover_single_7n8_dense,21,grover_single_7n8,grover,dense,1835008,,,,,,0,1.000000,36.301000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1835008 --strategy dense,reference,true,0,0,0,0,0,0,0
q21_grover_single_7n8_blosc,21,grover_single_7n8,grover,blosc,1835008,,,32768,8,4,0,10.002000,11.504000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1835008 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q21_grover_single_7n8_zfp,21,grover_single_7n8,grover,zfp,1835008,FixedPrecision,40,32768,8,4,0,89.027000,22.906000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 1835008 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.9257936852187752e-09,1.8399077816866338e-09,2.4808274313734171e-09,1.7130956051656738e-12,1.1374017283571902e-09,1.1375634878518781e-09,1835008
q21_grover_multi_dense,21,grover_multi,grover,dense,"262144,1048576,1835008",,,,,,0,0.000000,36.391000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 262144,1048576,1835008 --strategy dense",reference,true,0,0,0,0,0,0,0
q21_grover_multi_blosc,21,grover_multi,grover,blosc,"262144,1048576,1835008",,,32768,8,4,0,6.001000,11.453000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 262144,1048576,1835008 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4",lossless,true,0,0,0,0,0,0,0
q21_grover_multi_zfp,21,grover_multi,grover,zfp,"262144,1048576,1835008",FixedPrecision,40,32768,8,4,0,53.018000,22.941000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 21 262144,1048576,1835008 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4",lossy,false,3.9447711275842536e-10,3.808509063674137e-10,9.8018202622757992e-10,6.7684898198191611e-13,1.1868606097920065e-10,3.5604119652532518e-10,262144
q21_grover_lazy_single_n8_dense,21,grover_lazy_single_n8,grover_lazy,dense,262144,,,,,,0,0.000000,36.348000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144 --strategy dense,reference,true,0,0,0,0,0,0,0
q21_grover_lazy_single_n8_blosc,21,grover_lazy_single_n8,grover_lazy,blosc,262144,,,32768,8,4,0,0.000000,6.738000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q21_grover_lazy_single_n8_zfp,21,grover_lazy_single_n8,grover_lazy,zfp,262144,FixedPrecision,40,32768,8,4,0,0.000000,6.672000,262144,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.0600839932095018e-11,9.7866005333741704e-12,3.0279644568860236e-11,2.0909123053338243e-14,8.0104811672754295e-12,8.0104811672754295e-12,262400
q21_grover_lazy_single_n2_dense,21,grover_lazy_single_n2,grover_lazy,dense,1048576,,,,,,0,0.000000,36.336000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1048576 --strategy dense,reference,true,0,0,0,0,0,0,0
q21_grover_lazy_single_n2_blosc,21,grover_lazy_single_n2,grover_lazy,blosc,1048576,,,32768,8,4,0,0.000000,6.688000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1048576 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q21_grover_lazy_single_n2_zfp,21,grover_lazy_single_n2,grover_lazy,zfp,1048576,FixedPrecision,40,32768,8,4,0,0.000000,6.773000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1048576 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.0600839932095018e-11,9.7866005333741704e-12,3.0279644568728126e-11,2.0909123053289185e-14,8.0104811672754295e-12,8.0098150334606544e-12,1048832
q21_grover_lazy_single_7n8_dense,21,grover_lazy_single_7n8,grover_lazy,dense,1835008,,,,,,0,0.000000,36.324000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_7n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1835008 --strategy dense,reference,true,0,0,0,0,0,0,0
q21_grover_lazy_single_7n8_blosc,21,grover_lazy_single_7n8,grover_lazy,blosc,1835008,,,32768,8,4,0,0.000000,6.629000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_7n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1835008 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q21_grover_lazy_single_7n8_zfp,21,grover_lazy_single_7n8,grover_lazy,zfp,1835008,FixedPrecision,40,32768,8,4,0,0.000000,7.570000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_single_7n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_single_7n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 1835008 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.0600863845872655e-11,9.7865672470310081e-12,3.0280132012097061e-11,2.0909459649534109e-14,8.0104811672754295e-12,8.0093709442508043e-12,1835264
q21_grover_lazy_multi_dense,21,grover_lazy_multi,grover_lazy,dense,"262144,1048576,1835008",,,,,,0,0.000000,36.410000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_multi_dense.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144,1048576,1835008 --strategy dense",reference,true,0,0,0,0,0,0,0
q21_grover_lazy_multi_blosc,21,grover_lazy_multi,grover_lazy,blosc,"262144,1048576,1835008",,,32768,8,4,0,0.000000,6.973000,1835008,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_multi_blosc.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144,1048576,1835008 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4",lossless,true,0,0,0,0,0,0,0
q21_grover_lazy_multi_zfp,21,grover_lazy_multi,grover_lazy,zfp,"262144,1048576,1835008",FixedPrecision,40,32768,8,4,0,0.000000,6.969000,1048576,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q21_grover_lazy_multi_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q21_grover_lazy_multi_zfp.csv,"/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/groverLazy 21 262144,1048576,1835008 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4",lossy,false,1.0677168028359113e-11,1.0676985718260699e-11,4.148460826388679e-11,2.8646531072801981e-14,7.2053474298172659e-14,2.1671553440683056e-13,262144
q22_qft_pattern_dense,22,qft_pattern,qft,dense,,,,,,,0,0.000000,10.262000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_pattern_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family pattern --strategy dense,reference,true,0,0,0,0,0,0,0
q22_qft_pattern_blosc,22,qft_pattern,qft,blosc,,,,32768,8,4,0,1.000000,33.695000,2883584,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_pattern_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family pattern --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q22_qft_pattern_zfp,22,qft_pattern,qft,zfp,,FixedPrecision,40,32768,8,4,0,3.001000,19.848000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_pattern_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_pattern_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family pattern --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.7857887661870836e-11,3.4901859180536121e-11,1.3339408462554867e-10,6.5133830383568571e-14,1.9151513708237644e-11,4.8517412309934116e-11,1851392
q22_qft_high_entropy_dense,22,qft_high_entropy,qft,dense,,,,,,,0,0.000000,67.605000,1316642,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_high_entropy_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family random-phase --strategy dense,reference,true,0,0,0,0,0,0,0
q22_qft_high_entropy_blosc,22,qft_high_entropy,qft,blosc,,,,32768,8,4,0,8.003000,142.875000,1907268,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_high_entropy_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family random-phase --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q22_qft_high_entropy_zfp,22,qft_high_entropy,qft,zfp,,FixedPrecision,40,32768,8,4,0,80.026000,112.918000,300811,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_qft_high_entropy_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_qft_high_entropy_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/qftG 22 --input-family random-phase --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,3.5324910986447846e-11,3.1143792155374685e-11,2.8894691200604048e-10,1.4108735937795185e-13,4.7789256576897816e-14,1.1080025785759062e-13,2105345
q22_grover_single_n8_dense,22,grover_single_n8,grover,dense,524288,,,,,,0,6.003000,68.309000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n8_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288 --strategy dense,reference,true,0,0,0,0,0,0,0
q22_grover_single_n8_blosc,22,grover_single_n8,grover,blosc,524288,,,32768,8,4,0,29.007000,11.664000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n8_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q22_grover_single_n8_zfp,22,grover_single_n8,grover,zfp,524288,FixedPrecision,40,32768,8,4,0,255.090000,35.570000,524288,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n8_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n8_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 524288 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.2343846557881863e-09,1.0991243470925838e-09,1.5656339164941294e-09,7.6446968578132487e-13,1.1236211960863329e-09,1.1236217511978452e-09,524288
q22_grover_single_n2_dense,22,grover_single_n2,grover,dense,2097152,,,,,,0,6.003000,68.371000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_dense.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_dense.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n2_dense.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 2097152 --strategy dense,reference,true,0,0,0,0,0,0,0
q22_grover_single_n2_blosc,22,grover_single_n2,grover,blosc,2097152,,,32768,8,4,0,29.007000,11.676000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_blosc.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_blosc.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n2_blosc.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 2097152 --strategy blosc --chunk-states 32768 --cache-slots 8 --clevel 1 --nthreads 4,lossless,true,0,0,0,0,0,0,0
q22_grover_single_n2_zfp,22,grover_single_n2,grover,zfp,2097152,FixedPrecision,40,32768,8,4,0,250.085000,35.539000,2097152,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_zfp.stdout.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/logs/q22_grover_single_n2_zfp.stderr.log,/home/buendiagon/buendiagon/Universidad/QSTest/results/thesis_experiments/manual-run/profiles/q22_grover_single_n2_zfp.csv,/home/buendiagon/buendiagon/Universidad/QSTest/build/release/bin/grover 22 2097152 --strategy zfp --zfp-mode precision --zfp-precision 40 --zfp-chunk-states 32768 --zfp-cache-slots 8 --nthreads 4,lossy,false,1.2343846557881863e-09,1.0991243470925838e-09,1.5656339164761097e-09,7.6446968577545039e-13,1.1236211960863329e-09,1.1236233055100797e-09,2097152
